Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag,Station ID
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-05-21,2024,5,21,,29.7,,17.1,,23.4,,0.0,,5.4,,0.0,T,0.0,,0.0,T,,,25.0,,55.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-05-22,2024,5,22,,29.7,,17.8,,23.8,,0.0,,5.8,,0.0,T,0.0,,0.0,T,,,21.0,,58.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-05-23,2024,5,23,,26.1,,14.2,,20.2,,0.0,,2.2,,0.0,,0.0,,0.0,,,,24.0,,46.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-05-24,2024,5,24,,26.3,,13.1,,19.7,,0.0,,1.7,,0.0,,0.0,,0.0,,,,30.0,,50.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-05-25,2024,5,25,,20.1,,12.0,,16.1,,1.9,,0.0,,6.4,,0.0,,6.4,,,,10.0,,32.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-05-26,2024,5,26,,22.0,,11.7,,16.9,,1.1,,0.0,,5.4,,0.0,,5.4,,,,10.0,,51.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-05-27,2024,5,27,,25.1,,15.4,,20.3,,0.0,,2.3,,26.0,,0.0,,26.0,,,,21.0,,63.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-05-28,2024,5,28,,20.4,,14.0,,17.2,,0.8,,0.0,,8.6,,0.0,,8.6,,,,31.0,,44.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-05-29,2024,5,29,,19.4,,9.8,,14.6,,3.4,,0.0,,0.0,,0.0,,0.0,,,,33.0,,44.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-05-30,2024,5,30,,18.9,,7.9,,13.4,,4.6,,0.0,,0.0,,0.0,,0.0,,,,31.0,,41.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-05-31,2024,5,31,,24.3,,8.2,,16.3,,1.7,,0.0,,0.0,,0.0,,0.0,,,,29.0,,35.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-06-01,2024,6,1,,24.0,,11.1,,17.6,,0.4,,0.0,,0.0,,0.0,,0.0,,,,,M,,M,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-06-02,2024,6,2,,18.2,,14.4,,16.3,,1.7,,0.0,,7.0,,0.0,,7.0,,,,,M,,M,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-06-03,2024,6,3,,23.4,,15.7,,19.6,,0.0,,1.6,,0.0,,0.0,,0.0,,,,,M,,M,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-06-04,2024,6,4,,26.8,,15.3,,21.1,,0.0,,3.1,,0.0,,0.0,,0.0,,,,,M,,M,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-06-05,2024,6,5,,25.6,,17.8,,21.7,,0.0,,3.7,,3.2,,0.0,,3.2,,,,21.0,,39.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-06-06,2024,6,6,,26.7,,15.5,,21.1,,0.0,,3.1,,0.8,,0.0,,0.8,,,,23.0,,59.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-06-07,2024,6,7,,19.4,,13.8,,16.6,,1.4,,0.0,,3.9,,0.0,,3.9,,,,29.0,,52.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-06-08,2024,6,8,,21.7,,11.8,,16.8,,1.2,,0.0,,4.2,,0.0,,4.2,,,,28.0,,58.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-06-09,2024,6,9,,19.0,,10.6,,14.8,,3.2,,0.0,,2.8,,0.0,,2.8,,,,31.0,,53.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-06-10,2024,6,10,,16.3,,11.3,,13.8,,4.2,,0.0,,0.0,,0.0,,0.0,,,,30.0,,39.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-06-11,2024,6,11,,18.7,,10.5,,14.6,,3.4,,0.0,,0.0,,0.0,,0.0,,,,,M,,M,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-06-12,2024,6,12,,22.4,,10.5,,16.5,,1.5,,0.0,,0.0,,0.0,,0.0,,,,14.0,,34.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-06-13,2024,6,13,,30.7,,16.3,,23.5,,0.0,,5.5,,0.7,,0.0,,0.7,,,,22.0,,64.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-06-14,2024,6,14,,24.0,,14.7,,19.4,,0.0,,1.4,,0.0,,0.0,,0.0,,,,34.0,,42.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-06-15,2024,6,15,,22.6,,12.7,,17.7,,0.3,,0.0,,0.0,,0.0,,0.0,,,,35.0,,40.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-06-16,2024,6,16,,23.2,,11.1,,17.2,,0.8,,0.0,,0.0,,0.0,,0.0,,,,12.0,,31.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-06-17,2024,6,17,,30.3,,15.7,,23.0,,0.0,,5.0,,0.0,,0.0,,0.0,,,,23.0,,53.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-06-18,2024,6,18,,32.4,,21.4,,26.9,,0.0,,8.9,,8.2,,0.0,,8.2,,,,33.0,,64.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-06-19,2024,6,19,,34.5,,22.8,,28.7,,0.0,,10.7,,0.5,,0.0,,0.5,,,,27.0,,62.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-06-20,2024,6,20,,30.7,,20.2,,25.5,,0.0,,7.5,,50.8,,0.0,,50.8,,,,27.0,,70.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-06-21,2024,6,21,,25.4,,20.8,,23.1,,0.0,,5.1,,7.6,,0.0,,7.6,,,,,M,,M,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-06-22,2024,6,22,,24.7,,20.1,,22.4,,0.0,,4.4,,0.5,,0.0,,0.5,,,,11.0,,32.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-06-23,2024,6,23,,27.4,,17.7,,22.6,,0.0,,4.6,,0.7,,0.0,,0.7,,,,28.0,,73.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-06-24,2024,6,24,,28.4,,17.3,,22.9,,0.0,,4.9,,0.0,,0.0,,0.0,,,,33.0,,47.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-06-25,2024,6,25,,26.9,,16.6,,21.8,,0.0,,3.8,,0.0,T,0.0,,0.0,T,,,23.0,,58.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-06-26,2024,6,26,,29.0,,16.0,,22.5,,0.0,,4.5,,6.7,,0.0,,6.7,,,,27.0,,51.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-06-27,2024,6,27,,22.2,,12.3,,17.3,,0.7,,0.0,,0.0,,0.0,,0.0,,,,1.0,,39.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-06-28,2024,6,28,,22.1,,10.7,,16.4,,1.6,,0.0,,0.0,T,0.0,,0.0,T,,,,M,,M,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-06-29,2024,6,29,,27.2,,18.0,,22.6,,0.0,,4.6,,15.9,,0.0,,15.9,,,,26.0,,48.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-06-30,2024,6,30,,22.4,,13.0,,17.7,,0.3,,0.0,,0.6,,0.0,,0.6,,,,32.0,,52.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-07-01,2024,7,1,,24.1,,11.0,,17.6,,0.4,,0.0,,0.0,,0.0,,0.0,,,,2.0,,42.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-07-02,2024,7,2,,23.7,,13.8,,18.8,,0.0,,0.8,,0.0,T,0.0,,0.0,T,,,12.0,,33.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-07-03,2024,7,3,,30.0,,19.5,,24.8,,0.0,,6.8,,0.0,,0.0,,0.0,,,,21.0,,55.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-07-04,2024,7,4,,30.4,,19.0,,24.7,,0.0,,6.7,,0.0,,0.0,,0.0,,,,26.0,,32.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-07-05,2024,7,5,,28.4,,19.7,,24.1,,0.0,,6.1,,2.7,,0.0,,2.7,,,,21.0,,35.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-07-06,2024,7,6,,27.7,,18.6,,23.2,,0.0,,5.2,,0.0,T,0.0,,0.0,T,,,27.0,,42.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-07-07,2024,7,7,,27.9,,17.9,,22.9,,0.0,,4.9,,0.0,,0.0,,0.0,,,,,M,,M,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-07-08,2024,7,8,,29.1,,18.0,,23.6,,0.0,,5.6,,0.0,,0.0,,0.0,,,,,M,,M,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-07-09,2024,7,9,,29.5,,20.5,,25.0,,0.0,,7.0,,0.0,,0.0,,0.0,,,,22.0,,35.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-07-10,2024,7,10,,23.4,,18.0,,20.7,,0.0,,2.7,,46.1,,0.0,,46.1,,,,6.0,,42.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-07-11,2024,7,11,,27.4,,18.4,,22.9,,0.0,,4.9,,3.1,,0.0,,3.1,,,,35.0,,34.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-07-12,2024,7,12,,27.9,,17.4,,22.7,,0.0,,4.7,,4.0,,0.0,,4.0,,,,30.0,,31.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-07-13,2024,7,13,,28.6,,16.6,,22.6,,0.0,,4.6,,0.0,,0.0,,0.0,,,,,M,,M,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-07-14,2024,7,14,,28.1,,19.4,,23.8,,0.0,,5.8,,6.6,,0.0,,6.6,,,,24.0,,65.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-07-15,2024,7,15,,26.8,,21.0,,23.9,,0.0,,5.9,,25.1,,0.0,,25.1,,,,23.0,,31.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-07-16,2024,7,16,,28.7,,19.5,,24.1,,0.0,,6.1,,97.8,,0.0,,97.8,,,,19.0,,72.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-07-17,2024,7,17,,27.8,,16.9,,22.4,,0.0,,4.4,,0.0,,0.0,,0.0,,,,35.0,,35.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-07-18,2024,7,18,,22.6,,14.3,,18.5,,0.0,,0.5,,0.0,,0.0,,0.0,,,,32.0,,43.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-07-19,2024,7,19,,25.6,,12.6,,19.1,,0.0,,1.1,,0.0,,0.0,,0.0,,,,,M,,M,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-07-20,2024,7,20,,28.3,,14.3,,21.3,,0.0,,3.3,,0.0,,0.0,,0.0,,,,32.0,,31.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-07-21,2024,7,21,,27.2,,18.1,,22.7,,0.0,,4.7,,0.0,,0.0,,0.0,,,,35.0,,31.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-07-22,2024,7,22,,27.5,,16.7,,22.1,,0.0,,4.1,,0.3,,0.0,,0.3,,,,,M,,M,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-07-23,2024,7,23,,27.8,,19.1,,23.5,,0.0,,5.5,,0.3,,0.0,,0.3,,,,,M,,M,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-07-24,2024,7,24,,26.7,,16.4,,21.6,,0.0,,3.6,,22.0,,0.0,,22.0,,,,24.0,,53.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-07-25,2024,7,25,,24.8,,15.7,,20.3,,0.0,,2.3,,0.0,,0.0,,0.0,,,,33.0,,43.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-07-26,2024,7,26,,26.9,,14.1,,20.5,,0.0,,2.5,,0.0,,0.0,,0.0,,,,,M,,M,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-07-27,2024,7,27,,26.9,,16.0,,21.5,,0.0,,3.5,,0.0,,0.0,,0.0,,,,,M,,M,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-07-28,2024,7,28,,28.8,,17.0,,22.9,,0.0,,4.9,,0.0,,0.0,,0.0,,,,,M,,M,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-07-29,2024,7,29,,28.4,,19.0,,23.7,,0.0,,5.7,,0.0,,0.0,,0.0,,,,,M,,M,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-07-30,2024,7,30,,29.0,,22.8,,25.9,,0.0,,7.9,,7.4,,0.0,,7.4,,,,14.0,,41.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-07-31,2024,7,31,,31.2,,22.1,,26.7,,0.0,,8.7,,0.0,,0.0,,0.0,,,,28.0,,39.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-08-01,2024,8,1,,29.7,,21.0,,25.4,,0.0,,7.4,,1.3,,0.0,,1.3,,,,,M,,M,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-08-02,2024,8,2,,28.6,,22.9,,25.8,,0.0,,7.8,,0.0,,0.0,,0.0,,,,,M,,M,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-08-03,2024,8,3,,30.1,,20.1,,25.1,,0.0,,7.1,,0.0,,0.0,,0.0,,,,30.0,,32.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-08-04,2024,8,4,,29.4,,18.2,,23.8,,0.0,,5.8,,0.0,T,0.0,,0.0,T,,,31.0,,38.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-08-05,2024,8,5,,27.2,,19.2,,23.2,,0.0,,5.2,,0.3,,0.0,,0.3,,,,1.0,,43.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-08-06,2024,8,6,,21.1,,15.4,,18.3,,0.0,,0.3,,2.1,,0.0,,2.1,,,,,M,,M,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-08-07,2024,8,7,,24.3,,13.5,,18.9,,0.0,,0.9,,0.0,,0.0,,0.0,,,,7.0,,41.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-08-08,2024,8,8,,25.2,,17.8,,21.5,,0.0,,3.5,,0.0,T,0.0,,0.0,T,,,,M,,M,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-08-09,2024,8,9,,28.3,,15.1,,21.7,,0.0,,3.7,,10.8,,0.0,,10.8,,,,31.0,,45.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-08-10,2024,8,10,,23.9,,14.0,,19.0,,0.0,,1.0,,0.0,,0.0,,0.0,,,,28.0,,49.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-08-11,2024,8,11,,21.7,,14.5,,18.1,,0.0,,0.1,,0.7,,0.0,,0.7,,,,28.0,,55.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-08-12,2024,8,12,,24.6,,13.7,,19.2,,0.0,,1.2,,0.0,T,0.0,,0.0,T,,,32.0,,40.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-08-13,2024,8,13,,26.4,,14.1,,20.3,,0.0,,2.3,,0.0,,0.0,,0.0,,,,,M,,M,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-08-14,2024,8,14,,28.0,,15.7,,21.9,,0.0,,3.9,,0.0,,0.0,,0.0,,,,,M,,M,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-08-15,2024,8,15,,28.1,,16.6,,22.4,,0.0,,4.4,,0.0,,0.0,,0.0,,,,,M,,M,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-08-16,2024,8,16,,25.8,,16.6,,21.2,,0.0,,3.2,,2.7,,0.0,,2.7,,,,,M,,M,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-08-17,2024,8,17,,25.6,,19.0,,22.3,,0.0,,4.3,,128.3,,0.0,,128.3,,,,24.0,,61.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-08-18,2024,8,18,,26.4,,16.4,,21.4,,0.0,,3.4,,21.7,,0.0,,21.7,,,,36.0,,53.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-08-19,2024,8,19,,17.9,,11.8,,14.9,,3.1,,0.0,,0.6,,0.0,,0.6,,,,35.0,,53.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-08-20,2024,8,20,,20.3,,11.3,,15.8,,2.2,,0.0,,0.0,,0.0,,0.0,,,,36.0,,50.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-08-21,2024,8,21,,21.4,,11.7,,16.6,,1.4,,0.0,,0.0,,0.0,,0.0,,,,34.0,,51.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-08-22,2024,8,22,,25.1,,10.7,,17.9,,0.1,,0.0,,0.0,,0.0,,0.0,,,,32.0,,32.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-08-23,2024,8,23,,26.0,,12.9,,19.5,,0.0,,1.5,,0.0,,0.0,,0.0,,,,,M,,M,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-08-24,2024,8,24,,25.7,,14.9,,20.3,,0.0,,2.3,,0.0,T,0.0,,0.0,T,,,,M,,M,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-08-25,2024,8,25,,27.5,,16.8,,22.2,,0.0,,4.2,,0.0,,0.0,,0.0,,,,,M,,M,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-08-26,2024,8,26,,28.4,,17.5,,23.0,,0.0,,5.0,,0.0,,0.0,,0.0,,,,,M,,M,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-08-27,2024,8,27,,32.2,,20.5,,26.4,,0.0,,8.4,,0.0,,0.0,,0.0,,,,25.0,,45.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-08-28,2024,8,28,,26.2,,16.6,,21.4,,0.0,,3.4,,0.2,,0.0,,0.2,,,,30.0,,31.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-08-29,2024,8,29,,,M,,M,,M,,M,,M,0.0,,0.0,,0.0,,,,,M,,M,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-08-30,2024,8,30,,26.5,,15.5,,21.0,,0.0,,3.0,,6.7,,0.0,,6.7,,,,27.0,,41.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-08-31,2024,8,31,,28.1,,16.1,,22.1,,0.0,,4.1,,6.4,,0.0,,6.4,,,,26.0,,33.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-09-01,2024,9,1,,25.0,,14.7,,19.9,,0.0,,1.9,,0.0,,0.0,,0.0,,,,31.0,,51.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-09-02,2024,9,2,,19.7,,10.8,,15.3,,2.7,,0.0,,0.0,,0.0,,0.0,,,,32.0,,49.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-09-03,2024,9,3,,22.4,,10.1,,16.3,,1.7,,0.0,,0.0,,0.0,,0.0,,,,,M,,M,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-09-04,2024,9,4,,24.1,,12.2,,18.2,,0.0,,0.2,,0.0,,0.0,,0.0,,,,,M,,M,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-09-05,2024,9,5,,24.6,,15.5,,20.1,,0.0,,2.1,,0.0,,0.0,,0.0,,,,11.0,,32.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-09-06,2024,9,6,,23.7,,13.9,,18.8,,0.0,,0.8,,2.3,,0.0,,2.3,,,,36.0,,36.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-09-07,2024,9,7,,16.2,,8.0,,12.1,,5.9,,0.0,,0.2,,0.0,,0.2,,,,31.0,,57.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-09-08,2024,9,8,,19.4,,6.4,,12.9,,5.1,,0.0,,0.0,,0.0,,0.0,,,,28.0,,59.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-09-09,2024,9,9,,21.1,,12.1,,16.6,,1.4,,0.0,,2.4,,0.0,,2.4,,,,32.0,,44.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-09-10,2024,9,10,,22.8,,9.9,,16.4,,1.6,,0.0,,0.0,,0.0,,0.0,,,,,M,,M,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-09-11,2024,9,11,,23.4,,11.4,,17.4,,0.6,,0.0,,0.0,,0.0,,0.0,,,,,M,,M,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-09-12,2024,9,12,,24.7,,13.4,,19.1,,0.0,,1.1,,0.0,,0.0,,0.0,,,,,M,,M,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-09-13,2024,9,13,,26.8,,13.9,,20.4,,0.0,,2.4,,0.0,,0.0,,0.0,,,,,M,,M,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-09-14,2024,9,14,,25.5,,14.9,,20.2,,0.0,,2.2,,0.0,,0.0,,0.0,,,,,M,,M,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-09-15,2024,9,15,,27.7,,15.7,,21.7,,0.0,,3.7,,0.0,,0.0,,0.0,,,,,M,,M,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-09-16,2024,9,16,,28.3,,15.0,,21.7,,0.0,,3.7,,0.0,,0.0,,0.0,,,,,M,,M,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-09-17,2024,9,17,,26.0,,14.9,,20.5,,0.0,,2.5,,0.0,,0.0,,0.0,,,,,M,,M,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-09-18,2024,9,18,,25.4,,14.3,,19.9,,0.0,,1.9,,0.0,,0.0,,0.0,,,,,M,,M,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-09-19,2024,9,19,,25.8,,15.1,,20.5,,0.0,,2.5,,0.0,,0.0,,0.0,,,,,M,,M,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-09-20,2024,9,20,,25.7,,14.3,,20.0,,0.0,,2.0,,0.0,,0.0,,0.0,,,,,M,,M,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-09-21,2024,9,21,,25.8,,17.1,,21.5,,0.0,,3.5,,25.8,,0.0,,25.8,,,,,M,,M,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-09-22,2024,9,22,,24.4,,14.8,,19.6,,0.0,,1.6,,0.7,,0.0,,0.7,,,,,M,,M,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-09-23,2024,9,23,,21.9,,16.9,,19.4,,0.0,,1.4,,47.8,,0.0,,47.8,,,,,M,,M,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-09-24,2024,9,24,,18.9,,16.8,,17.9,,0.1,,0.0,,15.2,,0.0,,15.2,,,,12.0,,31.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-09-25,2024,9,25,,24.6,,16.6,,20.6,,0.0,,2.6,,2.6,,0.0,,2.6,,,,19.0,,41.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-09-26,2024,9,26,,24.3,,14.4,,19.4,,0.0,,1.4,,0.0,,0.0,,0.0,,,,35.0,,31.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-09-27,2024,9,27,,23.2,,12.4,,17.8,,0.2,,0.0,,0.0,,0.0,,0.0,,,,,M,,M,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-09-28,2024,9,28,,22.5,,18.1,,20.3,,0.0,,2.3,,1.5,,0.0,,1.5,,,,7.0,,34.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-09-29,2024,9,29,,24.8,,16.5,,20.7,,0.0,,2.7,,0.0,T,0.0,,0.0,T,,,,M,,M,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-09-30,2024,9,30,,22.8,,15.8,,19.3,,0.0,,1.3,,0.0,,0.0,,0.0,,,,7.0,,33.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-10-01,2024,10,1,,21.4,,11.6,,16.5,,1.5,,0.0,,9.9,,0.0,,9.9,,,,34.0,,56.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-10-02,2024,10,2,,18.6,,10.3,,14.5,,3.5,,0.0,,0.0,T,0.0,,0.0,T,,,35.0,,35.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-10-03,2024,10,3,,22.7,,9.6,,16.2,,1.8,,0.0,,0.0,,0.0,,0.0,,,,25.0,,31.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-10-04,2024,10,4,,21.4,,10.1,,15.8,,2.2,,0.0,,0.6,,0.0,,0.6,,,,,M,,M,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-10-05,2024,10,5,,18.5,,7.2,,12.9,,5.1,,0.0,,0.0,,0.0,,0.0,,,,,M,,M,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-10-06,2024,10,6,,24.5,,9.8,,17.2,,0.8,,0.0,,0.0,T,0.0,,0.0,T,,,28.0,,48.0,,51459
-79.63,43.68,Toronto_Pearson_Intl_West,6158731,2024-10-07,2024,10,7,,16.8,,9.3,,13.1,,4.9,,0.0,,1.1,,0.0,,1.1,,,,30.0,,46.0,,51459
